,text,ratingVal,ratingCount,tags
5,After (M)onday and (T)uesday even the week says WTF!,58.15,44,life
6,"Politics is the art of looking for trouble, finding it, misdiagnosing it and then misapplying the wrong remedies.",58.15,44,political
7,Karma is like 69. You get what you give.,58.11,61,"life, sex"
8,He was in a pub when he proposed. It was very romantic – he got up on one knee.,58.11,61,"alcohol, best man speech"
9,"Dyslexic, you say? How do you spell that?",58.10,23,stupid
0,I'm not crazy; I've just been in a bad mood for the last ten years.,58.10,23,"attitude, life"
1,"Girl: My GrandFather Lived For 96 Years & He Never Used Glasses. Boy: Yeah I Know, Few People Drink Directly From Bottle.",58.10,23,retirement
2,What happened when the dog went to the flea circus ? He stole the show !,58.10,23,animal
3,No one is listening until you make a mistake.,58.10,23,"life, mistake"
4,FRIDAY is my second favorite F word.,58.07,102,"dirty, life, sex, work"
5,What nationality is Santa Claus? North Polish,58.07,228,"Christmas, puns"
6,"Children in the dark make accidents, but accidents in the dark make children.",58.07,41,"kids, sex"
7,"100,000 sperm and you were the fastest?",58.07,41,"motivational, sex"
8,It's okay Microsoft Excel even my love life is not responding.,58.07,41,"IT, life, love"
9,"When people don't make sense, listen to music. It always does.",58.07,41,sarcastic
0,"Do you wanna play lion tamer? she asks: ""What is that?"" you say: It's when you get on all fours and I put my head in your mouth.",58.05,72,"animal, dirty"
1,"I've spent the past four years looking for my ex-girlfriend's killer, but no one will do it.",57.99,38,"death, sarcastic, women"
2,Some mistakes are too much fun to only make once.,57.99,38,"life, love, mistake"
3,"If a woman has fallen – an idiot will walk by, a gentleman will help her to get up, but a real man will lie down with her.",57.99,38,"love, men, women"
4,Are you a sheep cause your body is unbaaaaalievable,57.99,38,"animal, beauty, flirty"
5,A celebrity is someone who works hard all his life to become known and then wears dark glasses to avoid being recognized.,57.99,38,motivational
6,Sometimes we expect more from others because we would be willing to do that much more for them.,57.99,38,"attitude, friendship, life"
7,If homework goes too easy you are doing it wrong.,57.99,58,"school, work"
8,What did the boy bird say to the girl bird on Valentine's Day? Let me call you Tweet heart!,57.95,26,"animal, Valentines"
9,"Kids, don't grow up... it's a trap!",57.95,26,"kids, life, time"
0,"I will have enough money for the rest of my life. Of course, if I don't buy and eat anything.",57.95,26,"life, money"
1,"When your only tool is a hammer, all problems start looking like nails.",57.95,26,attitude
2,You should be wearing a jersey so i dont have to ask for your name or number,57.95,26,"attitude, sport"
3,Why did the cannibal break up with his girlfriend? She didn't suit his taste!,57.93,35,Valentines
4,Tequila is a good drink: you drink it and you feel like a cactus; the only problem is that in the morning the thorns grow inward.,57.93,35,"alcohol, life, motivational"
5,The most beautiful makeup of a woman is passion. But cosmetics are easier to buy.,57.93,35,"beauty, life, women"
6,"Knowledge is power, and power corrupts. So study hard and be evil.",57.89,32,motivational
7,"You know the world is going crazy when the best rapper is a white guy, the best golfer is a black guy, the tallest guy in the NBA is Chinese, the Swiss hold the America's Cup, France is accusing the U.S. of arrogance, Germany doesn't want to go to war, and the three most powerful men in America are named ‘Bush', ‘Dick', and ‘Colon'. Need I say more?",57.89,32,life
8,The only one of your children who does not grow up and move away is your husband.,57.89,32,"kids, marriage"
9,I'm so old I remember when water was free and you had to pay for porn.,57.89,32,"age, money, sex"
0,Do you need space? Join NASA!,57.89,29,"attitude, life, marriage, sarcastic"
1,If the music's too loud you're too old.,57.89,29,"life, retirement"
2,I know my limits: if I fell down it means enough.,57.89,29,alcohol
3,I can't count how many times I failed maths at school.,57.89,29,school
4,"Patient: ""Doctor, I get heartburn every time I eat birthday cake."" Doctor: ""Next time, take off the candles.""",57.87,88,"birthday, doctor"
5,"Jesus loves you, but everyone else thinks you're an asshole.",57.84,288,"christian, insults, rude"
6,"Dad always thought laughter was the best medicine, which I guess is why several of us died of tuberculosis.",57.80,77,dirty
7,How is it that I always seem to buy the plants without the will to live?,57.78,66,"attitude, death, sarcastic"
8,Knowledge is knowing a tomato is a fruit; Wisdom is not putting it in a fruit salad.,57.76,13,
9,I have to exercise early in the morning before my brain figures out what I'm doing.,57.76,13,life
0,I can't get enough minimalism.,57.76,13,
1,"You ever make fun of someone so much, you think you should thank them for all the good times you've had?",57.76,13,attitude
2,A clear conscience is usually the sign of a bad memory.,57.76,13,life
3,"Laugh at your problems, everybody else does.",57.76,13,attitude
4,My wife told me to stop impersonating a flamingo. I had to put my foot down.,57.76,13,"animal, marriage, women"
5,He who smiles in a crisis has found someone to blame.,57.76,13,life
6,"What is a zebra? 26 sizes larger than an ""A"" bra.",57.76,13,"animal, women"
7,What is the only time a man thinks about a candlelight dinner? When the power goes off.,57.76,13,men
8,"What is the most important thing to learn in chemistry?
Never lick the spoon.",57.76,13,life
9,"The more vital your research, the less people will understand it.",57.76,13,"life, people"
0,Upgrade your weekend: Take Monday Off...,57.76,13,attitude
1,Talk is cheap because supply exceeds demand.,57.76,13,"life, women"
2,"The more pregnant I get, the more often strangers smile at me. Why? ""Cause you're fatter than they are.""",57.76,13,"kids, women"
3,Hippopotomonstrosesquippedaliophobia: Fear of long words.,57.76,13,
4,Sex on tv can't hurt unless you fall off.,57.73,159,"puns, sex"
5,What do you call a black priest? Holy Shit.,57.71,1605,"black, insults, racist"
6,The big difference between sex for money and sex for free is that sex for money usually costs a lot less.,57.64,63,"love, sex, women"
7,My colleague can no longer attend next weeks Innuendo Seminar so I have to fill her slot instead.,57.63,205,"puns, sex"
8,The main reason Santa is so jolly is because he knows where all the bad girls live.,57.59,49,Christmas
9,"If you are not part of the solution, you're probably running for President",57.59,49,"attitude, political, rude"
0,What's the first thing a blonde does in the morning? Introduces themself.,57.49,60,blonde
1,"Screw me if I am wrong, but haven't we met before?",57.49,60,"flirty, sex"
2,I found there was only one way to look thin: hang out with fat people.,57.46,255,"fat, life, rude"
3,Santa's elves are just a bunch of subordinate Clauses.,57.44,181,"Christmas, puns"
4,What do squirrels give for Valentine's Day? Forget-me-nuts. ,57.41,137,"puns, Valentines"
5,Are you made of copper and tellurium? Because you're CuTe,57.34,57,"beauty, flirty, intelligence"
6,How do you get a blonde to marry you? Tell her she's pregnant.,57.34,57,blonde
7,If you weigh 99 pounds and eat 1 pound of nachos you will be 1% nachos!,57.31,43,"attitude, food, life"
8,Are you the square root of -1? Because you can't be real.,57.30,76,"flirty, intelligence"
9,"What are the three words women hate to hear during sex? ""Honey, I'm home!""",57.28,84,"hate, marriage, sex, women"
0,What do you call a fish with no eye? FSH,57.27,193,puns
1,Do you raise chickens? Because you raise my cock.,57.20,65,"flirty, sex, women"
2,What do you call a blonde between two brunettes? A mental block.,57.16,40,blonde
3,"What did the sign on the door of the whorehouse say? ""Beat it - we're closed.""",57.16,40,sex
4,To the 20 year old girl who wrote an essay claiming she is too pretty to be allowed to lead a normal life:Same.,57.16,40,"beauty, life, sarcastic"
5,I'm busy now. Can I ignore you some other time?,57.16,40,rude
6,Prayer: Don't give God instructions -- just report for duty!,57.16,97,"christian, God"
7,What do you call one black on the moon? Problem. What do you call ten blacks on the moon? Problems. What do you call the entire black population on the moon? Problem solved.,57.15,1401,"black, racist"
8,What does the Bermuda Triangle and blondes have in common? They've both swallowed a lot of seamen.,57.09,392,"blonde, puns"
9,"You're so fat that your husband rolled over after sex, rolled over again and was STILL on top of you.",57.06,270,"fat, insults, sex"
0,What is a blonde's favorite color? Glitter.,57.03,62,blonde
1,Excuse me? Do you work at Little Ceasars? Cuz Ur Hot And I'm Ready.,57.03,62,"beauty, flirty, food, work"
2,"I wanna hang a map of the world in my house. Then I'm gonna put pins into all the locations that I've traveled to. But first, I'm gonna have to travel to the top two corners of the map so it won't fall down.",57.02,37,"life, travel"
3,Young riders pick a destination and go... Old riders pick a direction and go.,57.02,37,"motorcycle, travel"
4,We live in a society where pizza gets to your house before the police.,56.99,16,life
5,I tried to hang myself with a bungee chord. I kept almost dying,56.99,16,"life, stupid"
6,The journey of a thousand miles begins with a broken fan belt and a flat tire.,56.99,16,life
7,If a mute kid swears does his mother wash his hands with soap?,56.99,16,kids
8,Men of quality respect women's equality.,56.99,16,men
9,I used to be indecisive. Now I'm not sure.,56.99,16,life
0,"A woman has got to love a bad man once or twice in her life, to be thankful for a good one.",56.99,16,"men, women"
1, I don't do different things... It's just that I do things differently!,56.99,16,attitude
2,Why did the student study in an airplane? He wanted a higher education! ,56.99,16,kids
3,"If he hurts you, cry a river and then drown him in it.",56.99,16,"attitude, men"
4,2+2=5 for extremely large values of 2.,56.99,16,
5,Progress is made by lazy men looking for an easier way to do things.,56.99,16,men
6,I am more pissed off than a dragon trying to blow out candles.,56.99,16,life
7,I saw a man yesterday who was so bald I could see what he was thinking.,56.99,16,men
8,My New Years resolution is 1080p.,56.97,70,"IT, New Year"
9,"Why is a man's pee yellow, and his sperm white? So he can tell if he's coming or going.",56.96,78,"dirty, men"
0,Let's convert our potential energy into kinetic energy.,56.88,34,flirty
1,If the other driver had stopped a few yards behind himself the accident would not have happened.,56.88,34,car
2,How did Burger King get Dairy Queen Pregnant? He forgot to wrap his whopper!,56.86,91,"dirty, food"
3,"I may not be getting laid tonight, but I'm definitely banging my snooze button in the morning.",56.82,48,"attitude, life, sex"
4,"There are smart men, handsome men, rich men, sexy men and sweet men and then there is the combination of all. We call that one a ""unicorn""",56.82,48,"beauty, intelligence, men"
5,How long does it take a black lady to shit? About 9 months.,56.81,1540,"black, racist"
6,A black guy and a Mexican guy opened a restaurant. It's called Nacho Mama.,56.80,1033,racist
7,What does a panda ghost eat? Bam-BOO!,56.80,67,Halloween
8,"Do I play fantasy football? Dude, I'm 46 and married. Most of my life is fantasy.",56.75,31,"family, marriage"
9,Chem students do it on the table periodically.,56.75,31,"puns, school, sex"
0,"Spider-man has been unmasked in all his last 4 films. If I was him, I wouldn't even bother dressing up.",56.75,31,"attitude, sarcastic"
1,Text him again. He probably just forgot that he's in love with you.,56.75,31,"communication, love"
2,"Baby, you make my floppy disk turn into a hard drive",56.75,31,"IT, love"
3,There are two types of people in this world: Those who can extrapolate from incomplete data.,56.75,31,"life, people"
4,Why do blacks wear white gloves? So they don't bite their fingers eating tootsie rolls.,56.74,1225,"black, racist"
5,"What's long, black and smelly? The unemployment line.",56.69,860,"dirty, racist"
6,How is education going to make me smarter?,56.67,19,attitude
7,"Time is like money, the less we have of it to spare the further we make it go.",56.67,19,money
8,"You shouldn't come back, because later you'll still want to leave.",56.67,19,"love, marriage"
9,Another World's Oldest Man has died. This is beginning to look suspicious.,56.67,19,retirement
0,There are three kinds of people: The ones who learn by reading. The ones who learn by observation. And the rest of them who have to touch the fire to learn it's hot.,56.67,19,"life, people"
1,"What do lawyers and sperm have in common? One in 3,000,000 has a chance of becoming human.",56.67,19,life
2,"Sex is a misdemeanor; the more I miss, the meaner I get!",56.67,19,sex
3,"If you must choose between two evils, pick the one you've never tried before.",56.67,19,attitude
4,"Always give 100% at work: 12% Monday, 23% Tuesday, 40% Wednesday, 20% Thursday, 5% Friday.",56.67,19,attitude
5,"Maths and Girls are the most complicated things, but Maths at least has some logic.",56.64,28,women
6,There are no limits to my perfection – a monkey was thinking while looking at a human.,56.64,28,"animal, attitude"
7,Does time fly when you're having sex or was it really just one minute?,56.64,28,"sex, time"
8,"I asked my wife, ""Where do you want to go for our anniversary?"" She said, ""Somewhere I have never been!"" I told her, ""How about the kitchen?""",56.64,28,"marriage, women"
9,"Ladies and gentlemen, if there's anybody here this afternoon who's feeling nervous, apprehensive and queasy at the thought of what lies ahead, it's probably because you have just got married to (NAME).",56.64,28,best man speech
0,Me: let's go this way. Shopping cart: no.,56.64,28,"attitude, fighting"
1,"See, the problem is that God gives men a brain and a penis, and only enough blood to run one at a time.",56.64,80,"God, men"
2,Doggies just call it style.,56.63,45,"animal, sex"
3,Cannibals like to meat people.,56.63,45,"food, people, sarcastic"
4,What do you call a woman who knows where her husband is every night? A widow.,56.63,45,"marriage, men, women"
5,"Without nipples, breasts would be pointless.",56.63,45,sex
6,"If I promise to miss you, will you go away?",56.63,45,rude
7,Learn from your parents' mistakes: use birth control.,56.63,45,"family, mistake, sarcastic"
8,A four letter word that every man is afraid of? (More),56.61,72,"men, sex"
9,If at first you don't succeed: try management.,56.57,25,"attitude, life, money"
0,Virginity is curable.,56.57,25,"attitude, sex"
1,I dont care or think about the people in my past... there is some reason why they didn't make it to my future!,56.57,25,"attitude, life, people"
2,What happens to a frog's car when it breaks down? It gets toad away.,56.57,25,animal
3,"You don't notice the air, until someone spoils it.",56.57,25,"attitude, life"
4,Mattel has a campaign urging girls to pursue their limitless potential. It's called You Can Be Anything Except A Woman With Barbie's Body.,56.56,22,"beauty, motivational, sarcastic"
5,"Think of how stupid the average person is, and realize half of them are stupider than that.",56.56,22,stupid
6,"Two antennas met on a roof, fell in love and got married. The ceremony wasn't much, but the reception was excellent.",56.56,22,"love, marriage"
7,Why is lettuce the most loving vegetable? Because it's all heart. ,56.56,22,Valentines
8,Wife renewed me for another season.,56.56,22,marriage
9,Like a flat tire.......how I'm rolling this morning.,56.56,22,attitude
0,I downloaded the Pinterest app and now my phone is stuck in a mason jar.,56.56,22,"food, IT, stupid"
1,My wife installed a mirror over our bed. She said she likes to watch herself laugh.,56.56,22,marriage
2,"I drink to forget that I accidentally once said ""I love you"" when ending a call with a customer service rep.",56.55,5,"alcohol, communication, love"
3,Laziness Level: I get jealous when it's bedtime in other countries,56.55,5,"attitude, time"
4,Told my wife I wanted our kids every other weekend and she reminded me that we're married and live together so I'd have to see them every day.,56.55,5,"family, kids, sarcastic, time"
5,"Look, if crying doesn't solve the problem, then maybe I'm just not the person you should be asking.",56.55,5,attitude
6,"I start every conversation with my employees by saying, ""I shouldn't be telling you this"" just so I know they will listen.",56.55,5,"communication, work"
7,"On a scale of newlyweds to married 25 years, how willing are you to admit I'm right?",56.55,5,"attitude, marriage, time"
8,I've agreed so much with my wife that my head just starts nodding at the sound of her voice.,56.55,5,"attitude, marriage, stupid"
9,How many light bulbs does it take to change people?,56.55,5,"people, sarcastic"
0,"When I asked if you'd like to go out on a date sometime, I meant with me.",56.55,5,"communication, love, sarcastic, stupid"
1,I just asked my husband if he remembers what today is... Scaring men is easy.,56.55,5,"communication, marriage, men"
2,I'm guessing I'm not married because I'd take a bullet for a grilled cheese before I'd take one for a girl.,56.55,5,"food, marriage"
3,I'm typically attracted to guys who look like I'll need therapy after dating them.,56.55,5,"health, love"
4,My wine drinking is merely functional... My personality is better with a little marinade.,56.55,5,"alcohol, attitude"
5,"My wife told me: ""Sex is better on holiday."" That wasn't a very nice postcard to receive.",56.55,5,"communication, marriage, summer, travel"
6,"The four most beautiful words in our common language: ""I told you so.""",56.55,5,communication
7,I like to hold hands at the movies... which always seems to startle strangers.,56.55,5,attitude
8,"Don't drink and drive, might hit a bump and spill it.",56.55,5,"alcohol, car"
9,My girlfriend left me because she couldn't handle my OCD. I told her to close the door five times on her way out.,56.55,5,"health, love"
0,"He slapped his two inches on the doctors desk. The doctor said ""What is wrong with it?"" ""It's swollen.""",56.55,5,"doctor, health"
1,"I'm ready to start a family, in the sense that I have enough chip clips for 6 people.",56.55,5,"family, food, people"
2,Subway is definitely the healthiest fast food available because they make you get out of the car.,56.55,5,"car, food, health"
3,"It probably seems like I'm listening to your story, but I'm really thinking, ""close your fucking menu or the waiter will never come over.""",56.55,5,"communication, food"
4,I like the way your medication thinks.,56.55,5,"attitude, health"
5,This may sound arrogant but I think I could make a better Periodic Table.,56.55,5,"attitude, work"
6,"My son just asked me if cats can have babies when they aren't married and I told him yes, but I honestly don't know.",56.55,5,"animal, kids, marriage"
7,If I had a dollar for everytime I had an existential crisis it wouldnt matter because currency is a social construct and life is meaningless.,56.55,5,"life, money"
8,"Don't worry guys, my wife just turned the car radio down so we shouldn't be lost much longer.",56.55,5,"car, travel"
9,I speak Swedish with an Ikea accent.,56.55,5,communication
0,"If cats could text you back, they wouldn't.",56.55,5,"animal, communication"
1,Marijuana is the gateway drug to taking 45 minutes to pick out which color Gatorade you want to buy.,56.55,5,"drug, money, time"
2,Well it took forever but I just paid the pizza guy entirely with the quarters I found behind his ears.,56.55,5,"food, money, time"
3,What does a gay man and an ambulance have in common? They both get loaded from the rear and go whoo-whoo!,56.55,227,gay
4,Honesty is the best policy but insanity is the best defense.,56.50,9,"attitude, life"
5,"We have all heard that a million monkeys banging on a million typewriters will eventually reproduce the entire works of Shakespeare. Now, thanks to the Internet, we know this is not true.",56.50,9,life
6,"Interviewer: ""Why do you want this job?""
Me: ""I've just always been very passionate about not starving to death.""",56.50,9,"death, food, money, sarcastic, work"
7,Egotist: A person who is usually me-deep in conversation.,56.50,9,
8,"I have a friend. He keeps trying to convince me he's a compulsive liar, but I don't believe him.",56.50,9,
9,"Why was six scared of seven? Because seven ""ate"" nine.",56.50,9,life
0,Even paranoids have enemies.,56.50,9,
1,The consumption of alcohol is a major factor in dancing like a retard. ,56.50,9,
2,"If the speed of light is 186,000 miles/sec., what's the speed of darkness?",56.50,9,life
3,I own the erasers for all the miniature golf pencils.,56.50,9,
4,The get rich or die trying philosophy on life is going terribly one sided for me.,56.50,9,"attitude, life"
5,It takes two to lie... One to lie and one to listen...,56.43,42,"life, people, sarcastic"
6,What is a vampires favourite type of ship? A blood vessel.,56.43,42,Halloween
7,Why do blacks smell? So blind people can hate them too.,56.40,1544,"black, hate, racist, rude"
8,"Hey, I'm not saying Hitler was a great guy, but he really saved the Histoy channel.",56.36,1091,"dirty, racist, sarcastic"
9,"If you feel a bit lonely, forgotten, or just need someone to cheer you up remember...You can always change your birthday on facebook!",56.33,151,birthday
0,I'm on a whiskey diet. I've lost three days already.,56.33,151,"alcohol, life, puns"
1,"Marriage is the alliance of two people, one of whom never remembers birthdays and the other never forgets them.",56.25,50,"birthday, marriage"
2,Love – is an extreme sympathy that leads to bed.,56.22,39,"life, love, sex"
3,A New Year's resolution is something that goes in one year and out the other.,56.22,39,"life, New Year"
4,"Temples are free to enter but still empty. Pubs charge to enter, but are full. People ignore inner peace &choose to pay for self destruction",56.15,115,"alcohol, christian"
5,"Men should be like coffee: strong, hot and not letting you sleep for the whole night. However, most of them are like copy machines: suitable only for reproduction.",56.05,102,"men, sarcastic, sex"
6,"Heading out for drinks, bail money's on top of the fridge.",56.02,47,"alcohol, money"
7,Whiteboards are remarkable.,56.01,36,communication
8,"Impotence: Nature's way of saying ""No hard feelings"".",56.01,36,sex
9,The best way to remember your wife's birthday is to forget it once.,55.98,89,"birthday, marriage"
0,Salary is like a period – you wait for it a whole month and it ends in a week.,55.97,55,"women, work"
1,"I got in a fight one time with a really big guy, and he said, ""I'm going to mop the floor with your face."" I said, ""You'll be sorry."" He said, ""Oh, yeah? Why?"" I said, ""Well, you won't be able to get into the corners very well.""",55.88,99,"fighting, insults, sarcastic"
2,War is God's way of teaching Americans geography.,55.85,81,"fighting, God, rude, sarcastic"
3,Nice perfume. Must you marinate in it? ,55.84,68,"flirty, sarcastic"
4,You're not old until a teenager describes you as middle-aged.,55.78,33,"age, kids, life"
5,"Love is a matter of chemistry, sex is a matter of physics.",55.78,33,"love, sex"
6,How many more times are my kids going to ask me if I know where something is before they realize they're asking the wrong parent?,55.78,33,"attitude, family, kids, life"
7,The value of money in a relationship: the 10 bucks that the wife and the tax inspection don't know about are worth more than the 100 that both know about.,55.73,52,"life, marriage, money, women"
8,Men mostly hate two words: 'not' and 'enough'… unless you say them together.,55.61,65,"hate, life, men, sex"
9,"If you see me with a water bottle, there's probably vodka in it",55.61,65,alcohol
0,What's the best way to get a man to remember your anniversary? Get married on his birthday.,55.55,30,"marriage, men"
1,You must be a magnetic monopole because all I get from you is attraction.,55.55,30,flirty
2,Kids asked if they could do something & I said yes so my wife lowered my security clearance & now I'm not authorized to make those decisions,55.55,30,"kids, marriage"
3,A clean desk is a sign of a cluttered desk drawer.,55.55,30,"attitude, rude, sarcastic, work"
4,A flashlight is a case for holding dead batteries.,55.55,30,"sarcastic, work"
5,"I've been running as fast as I can, but I still can't catch my breath.",55.52,57,"life, sarcastic, sport"
6,"Remember, children. The best way to get a puppy for Christmas is to beg for a baby brother.",55.50,70,"Christmas, family, kids"
7,"I saw a woman wearing a sweat shirt with ""Guess"" on it ...so I said ""Implants?""",55.47,49,"flirty, women"
8,"If it's true that we are here to help others, then what exactly are the others here for?",55.47,49,christian
9,Stop repeat offenders. Don't re-elect them!,55.47,49,political
0,"If you get in the mood to do some work, someone will always wake you up.",55.47,49,"attitude, work"
1,Why did God create alcohol? So ugly people would have a chance to have sex.,55.37,62,"God, people, sex, ugly"
2,"I recently decided to sell my vacuum cleaner, all it was doing was gathering dust.",55.32,27,intelligence
3,"The device will work much better, if you turn it on.",55.32,27,"life, work"
4,"Well, this day was a total waste of makeup.",55.32,27,women
5,Are you sitting on the F5 key? Because your backside is refreshing.,55.32,27,"flirty, IT"
6,"During sex, my girlfriend always wants to talk to me. Just the other night she called me from a hotel.",55.32,27,"sex, women"
7,Don't put a question mark where God put a period. ,55.26,67,"christian, God, sex"
8,"Burglar gently waking me... ""you live like this?""",55.26,54,"attitude, life"
9,"Suicide: Mans way of telling God - ""You can't fire me, I quit"".",55.26,54,"God, people"
0,I wanted to lose 10 pounds this year. Only 13 to go.,55.25,191,"attitude, fat, motivational"
1,"A man came up with a new invention, a vibrating tampon. That way a woman can be at her best when she is at her worst.",55.24,38,"sex, women"
2,My grandfather has the heart of a lion and a lifetime ban from local zoo.,55.24,38,"animal, dirty, family, retirement"
3,"How is being at a singles bar different from going to the circus? At the circus, the clowns don't talk.",55.24,38,life
4,I think I married someone else's soulmate. I wish they'd come get him.,55.24,38,"love, marriage, sarcastic"
5,"Every 60 seconds in Africa, a minute passes.",55.20,12,
6,"Here's to alcohol, the cause of – and solution to – all life's problems.",55.20,12,life
7,"I've been waiting for the bus so long, someone just stapled a lost cat flyer to my chest.",55.20,12,life
8,The last chapter of every book should just be all the characters acting completely terrified because their world is about to end.,55.20,12,life
9,"The farther away the future is, the better it looks.",55.20,12,life
0,War does not determine who is right – only who is left.,55.20,12,
1,"Better to remain silent and be thought a fool, than to speak and remove all doubt.",55.20,12,
2,"Never, under any circumstances, take a sleeping pill and a laxative on the same night.",55.20,12,
3,"How is it one careless match can start a forest fire, but it takes a whole box to start a campfire?",55.20,12,
4,"Facebook is telling me to ""reconnect"" with my brother...hmmm, I see him everyday",55.20,12,"attitude, IT"
5,How do you get holy water? Boil the hell out of it.,55.20,12,
6,"Sometimes when I reflect back on all the beer I drink I feel shamed. Then I look into the glass and think about the workers in the brewery and all of their hopes and dreams. If I didn't drink this beer, they might be out of work and their dreams would be shattered. Then I say to myself, ""It is better that I drink this beer and let their dreams come true than be selfish and worry about my liver.",55.20,12,life
7,I love waking up to the sound of birds arguing with their spouses.,55.20,12,"animal, marriage"
8,"Darling, what are you thinking about right now? If I would want you to know, I would say it not think about it.",55.20,12,"life, men, women"
9,Worrying works! 90% of the things I worry about never happen.,55.20,12,life
0,I'm experiencing heavy call volumes. Please hang up and never call me again.,55.20,12,"hate, insults"
1,"If good things come in small packages, then more good things can come in large packages.",55.20,12,life
2,"Despite the cost of living, have you noticed how it remains so popular?",55.20,12,life
3,"Life's a bitch, 'cause if it was a slut, it'd be easy.",55.20,12,life
4,It's amazing that the amount of news that happens in the world everyday always just exactly fits the newspaper.,55.20,12,life
5,He may have a nice car but I have a fast sleigh,55.20,12,"fighting, men"
6,Ninety-nine percent of lawyers give the rest a bad name.,55.20,12,
7,Adult: Someone who has stopped growing at both ends and now grows in the middle.,55.20,12,life
8,It matters not whether you win or lose: what matters is whether I win or lose.,55.20,12,life
9,"What has a head, a tail, and no body? A coin!",55.20,12,life
0,"If you can't convince them, confuse them.",55.20,12,life
1,Cleavage: The best popcorn catcher.,55.20,12,"life, women"
2,Stress is when you wake up screaming and you realize you haven't fallen asleep yet.,55.20,12,life
3,"Lite: the new way to spell ""Light,"" now with 20% fewer letters!",55.20,12,
4,"I asked my wife if she enjoys a cigarette after sex and she said, ""No, one drag is enough.""",55.20,12,sex
5,A conscience is what hurts when all your other parts feel so good.,55.20,12,life
6,They were the type of children who would kill both parents and make you feel sorry for them because they were orphans.,55.20,12,
7,"It's not that I'm afraid to die, I just don't want to be there when it happens.",55.20,12,life
8,I childproofed the house… but they still get in!,55.20,12,"kids, life"
9,"If I get interviewed by a police sketch artists, my only goal will be to see how far I get before he realizes I'm making him draw a pirate.",55.20,12,life
0,Alcoholism is the only disease that tries to convince you that you don't have it.,55.20,12,life
1,An iron rule of a leader – make love to your wife in the morning and you will be the first.,55.19,46,"love, marriage, men, sex, women"
2,I thought you'd be flattered that my dog found your leg so attractive.,55.19,46,"animal, flirty"
3,Not all men are annoying. Some are dead.,55.19,46,"love, men"
4,The trouble with learning from experience is that you never graduate.,55.19,46,"graduation, school"
5,Sleep is my drug….my bed is my dealer and my alarm clock is the police.,55.18,72,"drug, life"
6,Missionary Impossible: When 2 fat people try to have sex.,55.11,200,"fat, insults, life, sex"
7,Why is 68 the maximum speed for blondes? Because at 69 they blow a rod.,55.10,59,blonde
8,"I'm rich; what am I supposed to do, hide it?",55.10,24,money
9,"One day I shall solve my problems with maturity. Today, however, it will be alcohol.",55.10,24,"age, alcohol"
0,I think football would become an even better game if someone could invent a ball that kicks back.,55.10,24,sport
1,"It is said that, a way to a man's heart goes through a stomach. Aha…you might think that men go to their lovers to eat some soup.",55.10,24,"men, sex"
2,"Sit down, give your mind a rest - it obviously needs it.",55.10,24,"rude, stupid"
3,"I remember as a child, lying in bed waiting for Santa to come... Then there was always that awkward silence as he got dressed and left.",55.10,24,"Christmas, kids, sex"
4,"If another woman steals your man, there's no better revenge than to let her keep him. Real men can't be stolen.",55.10,24,"men, women"
5,"Sometimes the best helping hand you can give is a good, firm push.",55.10,24,motivational
6,"If God hadn't meant the pussy to be eaten, he wouldn't have made it look like a taco.",55.05,92,"dirty, God, sex"
7,"What is the difference between a clever midget and a venereal disease? One is a cunning runt, and the other is a running c*nt.",55.05,97,"dirty, sex"
8,"I bet the worst part about being a birthday cake is when you're set on fire, and then eaten by the hero that saved you.",55.05,97,"birthday, food"
9,Marriage is like a coffin and each kid is another nail.,54.97,51,"kids, marriage, sarcastic"
0,Don't hate me because I'm beautiful. Hate me because your boyfriend thinks so.,54.97,51,"flirty, hate, love, men, women"
1,"I like kids, but I don't think I could eat a whole one.",54.94,35,kids
2,Why is Christmas just like a day at the office? You do all the work and the fat guy with the suit gets all the credit.,54.94,192,"Christmas, fat"
3,Why does a blonde wear green lipstick? Because red means Stop.,54.93,69,"blonde, flirty"
4,"Women are cursed, and men are the proof.",54.91,21,"men, women"
5,"Marrying a divorced man is ecologically responsible. In a world where there are more women than men, it pays to recycle.",54.91,21,"marriage, men"
6,"If you live to be a hundred, I want to live to be a hundred minus one day, so I never have to live without you.",54.91,21,love
7,After the weekend the most difficult task is to remember names… ,54.91,21,alcohol
8,Haikus are easy. But sometimes they don't make sense. Refrigerator.,54.91,21,
9,How do we not know what women want yet? There are tons of conflicting lists all over the internet.,54.91,21,"IT, women"
0,Materialism: buying things we don't need with money we don't have to impress people that don't matter.,54.91,21,money
1,"The kiss is a wordless articulation of desire whose object lies in the future, and somewhat to the south.",54.91,21,"love, sex"
2,"Two years ago I married a lovely young virgin, and if that doesn't change soon, I'm gonna divorce her.",54.89,43,"marriage, sex, women"
3,I run faster horny than you do scared.,54.88,109,"dirty, sex"
4,Why did God give men penises? So they'd have at least one way to shut a woman up.,54.83,165,"dirty, God, men, women"
5,"How can you tell soap operas are fictional? In real life, men aren't affectionate out of bed. ",54.82,56,"marriage, sex"
6,There are all types of love in this world but never the same love twice.,54.81,15,"life, love"
7,"A man's idea of serious commitment is usually, ""Oh alright, I'll stay the night.""",54.81,15,"attitude, men"
8,I use artificial sweetener at work. I add it to everything I say to my boss.,54.81,15,work
