,ID,text,type,tags,rating,num_ratings,link
2937,3398,"He wakes up, and he wants a cookie for breakfast. He knows she's going to say no. So, he comes to me at six o'clock in the morning. You're an intelligent man. If somebody looks at you at six o'clock in the morning and goes, 'I want a cookieee!', what do you do? You give him the cookie. He could've asked for crack; I would've said, 'Come over here with the pipe. Let's get high and watch ""Rugrats"" together.' ",Food,,,,http://jokes.cc.com/funny-food/6xri2p/joey-kola--six-year-old-son
2938,3399,"Your mother was the only one that knew how long you could wait after you eat before you could go swimming. My mother would look at me, 'What did you have? Ham and cheese, mayonnaise? Thirty-eight minutes.' ",Food,,,,http://jokes.cc.com/funny-food/0v8ky4/joey-vega--the-wait-to-go-swimming
2939,3400,"I saw the movie 'Alive.' Did you see that movie? The movie where the plane crashes, and they eat each other to stay alive? And I'm thinking, 'Hey, this is one movie they won't be showing on the airlines.' No, not because the planes crashes, but the fact that the people in the movie are eating better than the people on the plane. ",Food,,,,http://jokes.cc.com/funny-food/mgfmpd/john-ferrentino--watching--alive-
2940,3401,"Denny's has a slogan, 'If it's your birthday, the meal is on us.' If you're in Denny's and it's your birthday, your life sucks. ",Food,,,,http://jokes.cc.com/funny-food/xkwrhw/john-mendoza--in-denny-s-on-your-birthday
2941,3402,"Does anybody else's grandparents eat the fake food? My grandfather was the worst because he had bad eyes and he was always hungry. I'm in a restaurant one time, we go to the men's room -- my grandfather was standing by the condom machine going, 'Hey, this gum has got no flavor.' ",Food,,,,http://jokes.cc.com/funny-food/twpjwt/jon-manfrellotti--eating-the-fake-food
2942,3406,"Fifty cents to use the pay toilets at Taco Bell. What's Taco Bell telling us when taking a dump is 50 cents, but a Fiesta Taco is 39 cents? What is that -- eat now, pay later? ",Food,,,,http://jokes.cc.com/funny-food/b0xqz7/kevin-kataoka--pay-toilets
2943,3407,"Knock, knock. Who's there? Banana. Banana who? Knock, knock. Who's there?  Banana. Banana who? Knock, knock. Who's there?  Banana. Banana who?  Knock, knock. Who's there?  Orange. Orange who? Orange you glad I didn't say banana?  ",Food,,,,http://jokes.cc.com/funny-food/panmgr/knock--knock----banana
2944,3408,"You ever go into a restaurant -- whether you want a Coke or a Pepsi, they always have the other one? ",Food,,,,http://jokes.cc.com/funny-food/fygljw/kyle-cease--coke-or-pepsi
2945,3409,"Sunny D tasted a little bit like a fat clown's a**hole. I don't know if you've tasted it. Who came up with Sunny D and was happy? Some guy was like, 'I like the taste of orange juice and baby medicine. Can we combine that?' ",Food,,,,http://jokes.cc.com/funny-food/m461zw/kyle-cease--happy-with-sunny-d-
2946,3410,"White kids' parents used to make some good cookies. My mother, she made sweet potato pie. She bought cookies, and they were never the good cookies. It was always the pack of 1000 that said: 'Cookies.' ",Food,,,,http://jokes.cc.com/funny-food/p2u39q/kyle-grooms--good-cookies
2947,3412,I was a stripper -- in Russia. It's a little different standard over there. It's cool 'cause they put bread in your g-string -- beats waiting in line. ,Food,,,,http://jokes.cc.com/funny-food/wl9y0k/laura-house--stripping-in-russia
2948,3413,I think the holidays are important because that's when you go home and do some alcoholic drinking and compulsive overeating with your dysfunctional families. ,Food,,,,http://jokes.cc.com/funny-food/oq54s1/lauren-dombrowski--holidays-are-important
2949,3414,"Q: Hear about the new sushi bar that caters exclusively to lawyers?
 
 A: It's called Sosumi. ",Food,,,,http://jokes.cc.com/funny-food/wrcl0j/lawyers-love-sushi
2950,3419,"Ladies, if a guy ever tells you he wants to cover you from head to toe in honey and lick it off inch by inch, that's a man who's never done it before. ",Food,,,,http://jokes.cc.com/funny-food/4vsqsz/louis-ramey--cover-you-in-honey
2951,3420,"I like to go to fast food restaurants and order stuff they don't have. Got to try that. Go to Burger King or something -- 'Hey, Burger King! Have it my way, huh? Woo! Look at that menu... Ah, let me have the catfish dinner with brussel sprouts, two biscuits and a Coors Light.' ",Food,,,,http://jokes.cc.com/funny-food/kkp934/louis-ramey--not-on-the-menu
2952,3421,"A husband and wife go to a restaurant. The waiter approaches the table to take their order.
 
 ""I'll have your biggest, juiciest steak,"" says the husband.
 
 ""But sir, what about the mad cow?"" asks the waiter.
 
 ""Oh,"" says the husband, ""she'll order for herself."" ",Food,,,,http://jokes.cc.com/funny-food/0pgm85/mad-cow-concern
2953,3422,"There are some people that are not fun people to go out and eat with. There's a type of person, wherever you go out, they want a bite of whatever you have. You know who you are. And they always lie, like, 'What is that? I've never had that before. No, I swear to God, I never had that. Give me a bite of that would you? What is that? A ham-burger? I've heard of that. Give me half of that.' ",Food,,,,http://jokes.cc.com/funny-food/oxupfo/mark-schiff--always-want-a-bite
2954,3427,"There were two muffins sitting in an oven. The first muffin looked at the second muffin and said, ""Man, it's getting hot in here!""     Then the second muffin looked at the first muffin. ""Oh my God! A talking muffin!""  ",Food,,,,http://jokes.cc.com/funny-food/g488t5/muffin-chat
2955,3428,Q: Where do one-legged people eat? A:  IHOP.  ,Food,,,,http://jokes.cc.com/funny-food/ujda11/one-legged-people
2956,3429,Q: What do you call two banana peels?     A: A pair of slippers.  ,Food,,,,http://jokes.cc.com/funny-food/0tzz6m/oops-banana
2957,3430,"Q: What do you get when you cross a penis and a potato?
 
 A: A dic-tater. ",Food,,,,http://jokes.cc.com/funny-food/u8e2i4/oppressive-potato
2958,3431,Q: Why did the orange stop rolling down the hill?    A: It ran out of juice.  ,Food,,,,http://jokes.cc.com/funny-food/lsixnf/orange
2959,3433,"I like to buy a four-pack of toilet paper every time I shop, just so I can ask the clerk this judgment question: 'Would you say I got the right amount of toilet paper for the amount of groceries I bought?' ",Food,,,,http://jokes.cc.com/funny-food/2u3ejs/pat-hazell--four-pack-of-toilet-paper
2960,3434,"Q: What's the difference between pea soup and roast beef?
 
 A: Anyone can roast beef. ",Food,,,,http://jokes.cc.com/funny-food/yo5awk/pea-soup-vs--roast-beef
2961,3437,We do have something in common in that tonight neither one of us will be having meat. ,Food,,,,http://jokes.cc.com/funny-food/yddtpy/rene-hicks--celibates-and-vegetarians
2962,3438,"We have so many nationalities. It's gotten to the point now that you can go into any fast food place, and you can find out what kind of neighborhood you're in just by the ethnic group that works there. It's like, if Chinese people work there, you're in a Chinese neighborhood; if black people work there, you're in a black neighborhood; if white people work there, then you're in Utah. ",Food,,,,http://jokes.cc.com/funny-food/u6uw5o/richard-trask--neighborhood-fast-food-places
2963,3439,"People are so backwards in Hollywood. Like, they take drugs right out in the open, but they eat in the closet. ",Food,,,,http://jokes.cc.com/funny-food/pgcgqd/robin-montague--backwards-in-hollywood
2964,3442,"I had a chance to go bungee cord jumping last week. They make it look cool on TV, don't they? You always see people doing those sports in Mountain Dew commercials: risking their life, sipping a Dew. If you're jumping out of a balloon, hooked to a rubber band, Mountain Dew is just a chaser for the stuff you're drinking. That's just to make the codeine taste lemony. ",Food,,,,http://jokes.cc.com/funny-food/l1ltw4/roger-rittenhouse--bungee-jumping
2965,3444,"Q: How do you find Ronald McDonald in a nudist colony?
 
 A: Look for sesame seed buns. ",Food,,,,http://jokes.cc.com/funny-food/8g8oo7/ronald-mcdonald-in-a-nudist-colony
2966,3447,"Q: What did the rug say to the floor?  A: ""I've got you covered.""  ",Food,,,,http://jokes.cc.com/funny-food/cnlgfg/rug
2967,3449,"I had friends in high school that used to do speed. Actually, they used to take diet pills, cheap speed, and they talked me into trying it one time. They're like, 'You won't want to eat anything.' Didn't have that affect on me at all -- I just ate really fast. ",Food,,,,http://jokes.cc.com/funny-food/8s2236/sabrina-matthews--diet-pills
2968,3450,"Have you ever noticed that there are few things in the world, short of actual material success, that can make you feel as powerful as eating an entire pint of ice cream in one sitting? Isn't that the weirdest thing? You eat half of it: you're a pig. You eat it all: you're the victor! ",Food,,,,http://jokes.cc.com/funny-food/oe70ad/sabrina-matthews--ice-cream-power
2969,3451,"She says to me, 'When I go on road trips, I like to eat only at Denny's and analogues of Denny's.' Now, 'analogue,' if you don't know, means 'the same as.' I had no idea. In fact, I'm so unused to hearing the word 'analogue' that I thought she said 'anagram,' and I spent the next 15 minutes trying to think of the name of the restaurant that had all the letters of Denny's in it arranged differently. ",Food,,,,http://jokes.cc.com/funny-food/k3fsjx/sabrina-matthews--sat-words
2970,3452,"Q: How do you make a sausage roll? 
  
 A: Push it! ",Food,,,,http://jokes.cc.com/funny-food/u7vpot/sausage-roll
2971,3454,"The Dove Bar's like an 80-pound wad of chocolate on a toothpick. If you're not careful when you take it out of the package, you'll snap your wrists. ",Food,,,,http://jokes.cc.com/funny-food/xgbw8m/scott-larose--heavy-chocolate
2972,3455,"Some people hate bad waiters; I don't mind them. My mother, though, she'll tip a bad waiter a condom so he won't reproduce. ",Food,,,,http://jokes.cc.com/funny-food/bou6xm/sean-morey--bad-waiters
2973,3456,"Two eggs were kissing on a bed when the female egg said, ""I have to go change. I'll be back in a minute.""
 
 Five minutes later, the the female egg walked out in a slinky 'egg'lige, rubbing her hands up and down her smooth, oval-shaped body.
 
 Instantly, the male egg slapped his hands on the top of his head, covering it completely.
 
 ""What are you doing?,"" the female egg asked.
 
 He replied, ""The last time I was this hard, someone cracked me on the head with a spoon."" ",Food,,,,http://jokes.cc.com/funny-food/ag55hi/sex-over-easy
2974,3458,"I'm not into that kinky, freaky stuff where you put peanut butter under your armpits and lick it off. If I want a sandwich, I get up and go make me a sandwich. I ain't lickin' nothing off your body. That's nasty. ",Food,,,,http://jokes.cc.com/funny-food/zy6h24/shirley-hemphill--no-kinky-food-stuff
2975,3459,"A mushroom walks into a bar and asks for a drink, but the barkeep said, ""Sorry, but we dont serve mushrooms."" The mushroom replies,  ""Why, I'm a fun guy"" ",Food,,,,http://jokes.cc.com/funny-food/10he4h/shrooming
2976,3461,Q: What does a good steak have in common with good sex? A: They're both very rare. ,Food,,,,http://jokes.cc.com/funny-food/8phwj7/steak-and-sex
2977,3462,"I made a casserole last week. The only trouble is when I wanted to take it out of the oven, I realized I don't even own any oven mitts. But luckily, since I'm a sports fan, I had a couple of those #1 foam hands, which makes your casserole presentation oh so much more dramatic. ",Food,,,,http://jokes.cc.com/funny-food/gjeoql/sue-murphy--oven-mitts
2978,3463,Q: How many surrealists does it take to screw in a light bulb? A: Banana.  ,Food,,,,http://jokes.cc.com/funny-food/ndr23q/surrealists---light-bulbs
2979,3464,"A customer in a restuarant orders a bowl of soup.    However, the customer notices that something is   wrong.  So he calls the waiter over.
 ""Can you please taste the soup?""
 ""What's wrong with the soup?""
 ""Just taste it.""
 ""Why?""
 ""Just taste it.""
 ""Sir, I--""
 ""Just taste it.""
 ""Fine, I'll taste the soup. Where's the spoon?""
 ""EXACTLY. BRING ME A G**DAMN SPOON."" ",Food,,,,http://jokes.cc.com/funny-food/9wygrf/taste-it
2980,3465,"What do you call two or more Brittany Spears's in a box?
 A box of Ho-Ho's ",Food,,,,http://jokes.cc.com/funny-food/491w5a/tasty-treat
2981,3466,"A preacher's wife goes to the butcher.
 
 The butcher asks if she'd like to try some damn ham.
 
 The preacher's wife is shocked. The butcher explains that ""Dam Ham"" is the brand name of the meat and shows her the packaging with the beaver and dam logo.
 
 That night, the preacher asks, ""What's for dinner?""
 
 His wife says she bought some damn ham from the butcher. The preacher scolds his wife for using such language in their home. She explains the ""Dam Ham brand name and their logo.
 
 At the dinner table, the preacher asks his 16-year-old son to pass him the ""Dam Ham.""
 
 The son replies, ""I'll pass the damn ham if you pass me the muthaf**kin' mashed potatoes."" ",Food,,,,http://jokes.cc.com/funny-food/dbb3pk/that-damn-ham
2982,3468,"Q: How did the butcher introduce his wife?
 
 A: Meet Patty. ",Food,,,,http://jokes.cc.com/funny-food/pfc7l7/the-butcher-s-wife
2983,3469,"A newspaper reporter went to interview an old man who was the last person in the county to have   lived through the Civil War.  Thinking he had a story, the reporter started asking some questions.  ""Sir, you have lived through the civil war and two world wars.  You have seen the invention of the automobile and the airplane.  In all of your days, what would you say is the single most interesting thing you have seen in all of your days?"" The man replied, ""The Thermos."" Puzzled, the reporter asked, ""Why?"" ""Well,"" the old man responded, ""when you put something hot in it, it keeps it hot.  When you   put something cold in it, it keeps it cold...  HOW DOES IT KNOW?"" ",Food,,,,http://jokes.cc.com/funny-food/uwadiw/the-mystery-of-the-thermos
2984,3471,Q: What do tofu and a dildo have in common? A: They are both meat substitutes.  ,Food,,,,http://jokes.cc.com/funny-food/6xsisw/tofu---dildos
2985,3472,"Q: What did the sergeant tomato say to the slacker tomato? A: ""You better ketchup!""  ",Food,,,,http://jokes.cc.com/funny-food/tsitzb/tomato-in-training
2986,3473,"If it weren't for women, I'd have all the men I need. I'd be Sheena, Queen of the Jungle. You'd be my loyal subject -- not for sex, just to fetch me stuff. You could bring me food, 'cause if I'm gonna be the only woman on Earth, fat's coming back in style. ",Food,,,,http://jokes.cc.com/funny-food/e7kw8k/tracy-smith--the-only-woman-on-earth
2987,3475,Two pretzels walk into a bar and one is assaulted. ,Food,,,,http://jokes.cc.com/funny-food/4mvieh/two-pretzels-walk-into-a-bar-and-one-is----
2988,3476,"Two sausages were frying in a frying pan. One says to the other,  ""Damn, it's hot in here""
 The other said, ""Oh my God! A talking sausage!"" ",Food,,,,http://jokes.cc.com/funny-food/xilqvr/two-sausages-were-frying-in-a-pan
2989,3477,"Q: What does the baker have under his apron?
 
 A: Dough nuts. ",Food,,,,http://jokes.cc.com/funny-food/05n83y/under-the-apron
2990,3478,"You ever go shopping for a really cute, little, sexy black dress -- and you come home with an extra-large pepperoni pizza? ",Food,,,,http://jokes.cc.com/funny-food/nd54c1/vanessa-hollingshead--shopping-for-a-little-black-dress
2991,3479,"My husband, he goes, 'Hooters is a family restaurant.' And I go, 'What do you think I am -- stupid? It has an owl theme: hoot, hoot.' And he goes, 'No, they have really good wings.' And I go, 'Oh, well, I go to this place called Balls. It's a family restaurant. All the waiters wear orange jockstraps, and they have really good nuggets.' ",Food,,,,http://jokes.cc.com/funny-food/usb4av/victoria-jackson--family-restaurant
2992,3480,"Mmmmm... your lips taste like salted fish.
  ",Food,,,,http://jokes.cc.com/funny-food/zedc3d/viking-booty-call----lips
2993,3481,"A man walks into a bar with a cheese sandwich under his arm. ""A pint of Guinness for me and the cheese sandwich,"" he says to the barman.
 ""I'm sorry, sir,"" replies the barman, ""we don't serve food in here."" ",Food,,,,http://jokes.cc.com/funny-food/e2las8/walks-into-a-bar----cheese-sandwich
2994,3482,"A guy walks into a bar and sees a sign that reads:
 
 Cheese Sandwich: $1.50
 Chicken Sandwich: $2.50
 Hand Job: $10.00
 
 He checks his wallet and beckons to the sexy bartender.
 
 ""Are you the one who gives the hand jobs?"" he asks.
 
 ""Yes,"" she purrs. ""I am.""
 
 ""Well, wash your frickin' hands,"" says the man. ""I want a cheese sandwich!"" ",Food,,,,http://jokes.cc.com/funny-food/9xugzy/walks-into-a-bar----menu
2995,3484,"What did the mother turkey say to her disobedient children? 
  
 If your father could see you now, he'd turn over in his gravy! ",Food,,,,http://jokes.cc.com/funny-food/7flk1l/what-did-the-mother-turkey
2996,3485,"What do you get when you divide the circumference of your jack-o-lantern by its diameter?
 
 Pumpkin Pi! ",Food,,,,http://jokes.cc.com/funny-food/hfz48b/what-do-you-get-when-you-divide----
2997,3486,"-- You can GET chocolate.
 -- Chocolate satisfies even when it's gone soft.
 -- You can safely have chocolate while you are driving.
 -- You can have chocolate in in public.
 -- If you bite the nuts, the chocolate won't mind.
 -- The word ""commitment"" doesn't scare off chocolate.
 -- You don't get hairs in your mouth with chocolate.
 -- No need to fake your enjoyment of chocolate.
 -- Chocolate doesn't make you pregnant.
 -- You can have chocolate at any time of the month.
 -- You are never too young or too old for chocolate.
 -- Size doesn't matter -- though more is still better. ",Food,,,,http://jokes.cc.com/funny-food/2fb8oi/why-chocolate-is-better-than-sex
2998,3487,"-- A cup of coffee looks good in the morning.
 -- You won't fall asleep after a cup of coffee.
 -- You won't get arrested for picking up coffee on the street at 3 a.m.
 -- You can make coffee as sweet as you want.
 -- You can get cup after cup of different coffees all day long.
 -- No matter how ugly you are, you can always get a cup of coffee.
 -- Coffee doesn't talk to you.
 -- Most coffee is hot, unless you request it otherwise.
 -- Coffee stains are easier to remove.
 -- Coffee is ready in 10 minutes or less.
 -- When coffee gets cold, you can throw it away.
 -- When you drink coffee, you don't end up with a pube in the back of your throat.
 -- Coffee doesn't take up half your bed and all the hot water.  ",Food,,,,http://jokes.cc.com/funny-food/5xcq3g/why-coffee-is-better-than-women
2999,3488,"You only get laid once, you only get hard once, and when you DO finally get hard, it takes under three minutes and you're already in hot water. ",Food,,,,http://jokes.cc.com/funny-food/m909dm/why-it-sucks-to-be-an-egg
3000,3489,"A milkman gets an order for 45 pints of milk. Puzzled, he decides to ask the customer if this is a mistake.   When he knocks on the door, a woman comes out wearing just a bath towel, and she confirms that she wants 45 pints. ""Milk baths are good for your skin,"" explains the woman. ""Oh, OK,"" replies the milkman. ""Do you need it pasteurized then?"" ""No,"" says the woman. ""Up to my tits will be fine.""  ",Food,,,,http://jokes.cc.com/funny-food/rpwell/why-so-much-milk-
3001,3490,"-- You are guaranteed to get at least a little something in the sack.
 
 -- If you get tired, you can wait 10 minutes and go at it again.
 
 -- The uglier you look, the easier it is to get some.
 
 -- You don't have to keep in touch with the person who gives you some.
 
 -- 40 years from now, you'll still enjoy candy.
 
 -- If you don't like what you get, you can always go next door.
 
 -- It doesn't matter if the kids hear you moaning with pleasure.
 
 -- You can do the whole neighborhood. ",Food,,,,http://jokes.cc.com/funny-food/kyfe0l/why-trick-or-treating-is-better-than-sex
3002,3493,"Yo' Mama is so poor, she steals her breakfast from backyard bird feeders. ",Food,,,,http://jokes.cc.com/funny-food/y2ms4e/yo--mama-is-so-poor----bird-seed
3003,3494,"Yo' Mama is so poor, she eats cereal with a fork to save milk. ",Food,,,,http://jokes.cc.com/funny-food/7q8vf6/yo--mama-is-so-poor----fork
3004,3495,"Yo' Mama is so poor, she only goes to the grocery store for free samples. ",Food,,,,http://jokes.cc.com/funny-food/p8vh6x/yo--mama-is-so-poor----grocery-store
3005,3496,"Yo' Mama is so poor, she goes to Kentucky Fried Chicken to lick other people's fingers. ",Food,,,,http://jokes.cc.com/funny-food/n6xxzl/yo--mama-is-so-poor----kfc
3006,3497,"Yo' Mama is so stupid, she poured a bowl of Cheerios and said, ""Look, my alphabet soup spells 'Ooooo.'"" ",Food,,,,http://jokes.cc.com/funny-food/l44rgt/yo--mama-is-so-stupid----cheerios
3007,3498,"Yo' Mama is so stupid, she thinks Cheerios are donut seeds. ",Food,,,,http://jokes.cc.com/funny-food/j9zc0l/yo--mama-is-so-stupid----donut-seeds
3008,3499,"Yo' Mama is so stupid, she ate her food stamps. ",Food,,,,http://jokes.cc.com/funny-food/xs1pp6/yo--mama-is-so-stupid----food-stamps
3009,3500,"Yo' Mama is so stupid, she tried to put the leftover orange juice back in the rind. ",Food,,,,http://jokes.cc.com/funny-food/lshbeh/yo--mama-is-so-stupid----juice
3010,3501,"Yo' Mama is so stupid, when they said, ""Order in the court,"" she asked for fries and a shake. ",Food,,,,http://jokes.cc.com/funny-food/sg97ou/yo--mama-is-so-stupid----order-in-the-court
3011,3502,"Yo' Mama so stupid, she returned a donut because it had a hole in it. ",Food,,,,http://jokes.cc.com/funny-food/4z50qo/yo--mama-is-so-stupid----returned-donut
3012,3503,"Yo' Mama is so stupid, she thought a ribbed condom was soul food. ",Food,,,,http://jokes.cc.com/funny-food/uoqvoz/yo--mama-is-so-stupid----ribbed-condom
3013,3504,"Yo' Mama is so stupid, it took her an hour to cook instant rice. ",Food,,,,http://jokes.cc.com/funny-food/pf60h3/yo--mama-is-so-stupid----rice
3014,3505,"Yo' Mama is so ugly, she makes onions cry. ",Food,,,,http://jokes.cc.com/funny-food/3f70xb/yo--mama-is-so-ugly----onions
3015,3506,"Yo' Mama's cooking is so bad, the homeless give it back. ",Food,,,,http://jokes.cc.com/funny-food/jpw1ia/yo--mama-s-cooking----homeless
3016,3507,"Yo' Mama's cooking is so bad, your family prays after they eat. ",Food,,,,http://jokes.cc.com/funny-food/3nfqwq/yo--mama-s-cooking----prayer
3017,3510,"Joe asked God, ""How much is a penny worth in heaven?"" God replied, ""$1 million."" Joe asked, ""How long is a minute in heaven?"" God said, ""One million years."" Joe asked for a penny. God said, ""Sure, in a minute.""  ",God,,,,http://jokes.cc.com/funny-god/nsajd3/-1-million-in-heaven
3018,3511,"A nun wanted to enter a racehorse into a race, but then she realized that they cost way too much money, so instead, she bought a donkey. The next day, she enters it into a contest, and it comes in third. The headlines read, ''Nun's Ass Chokes.'' The next day, she entered it in another competition and this time it came in first. The headlines were, ''Nun's Ass Wins Grand Prize.'' The following day, the owner scratched the donkey from the race. The headlines read, ''Booker Scratches Nun's Ass.'' And on the next day, the nun sold the donkey for a really cheap price. The headlines were ''Nun Sells Her Ass for $5.'' ",God,,,,http://jokes.cc.com/funny-god/7ksg7s/a-nun-and-her-donkey
3019,3512,"A little girl got on her grandpa's lap and said,  ""Did God make me?"" ""Yes,"" the grandpa replied. ""Did God make you too?"" ""Yes,"" the grandpa said. ""Well,"" the little girl said, looking at his wrinkles and thinning hair. ""He sure is doing a better job nowadays!""  ",God,,,,http://jokes.cc.com/funny-god/vw1pkt/a-wrinkle-in-time
3020,3513,"My mama was so cheap, she waited 'til after Christmas. 'Baby, Santa Claus missed our house. I called him, and he coming back tomorrow.' She was waiting for the stuff to go on sale. ",God,,,,http://jokes.cc.com/funny-god/qnxhka/a-j--jamal--after-christmas
3021,3514,"I've been walking for a half a mile -- I'm tired. I'm looking at a car that's running with the keys in it. My first impression was 'Lord, I said make a way.' I thought that was the Lord's way of saying, 'A.J., get in and ride!' ",God,,,,http://jokes.cc.com/funny-god/va5bar/a-j--jamal--make-a-way
3022,3515,"My mom was the kind that'd send us to church but didn't go... She'd give us scripture and didn't even know it. She just made up books. ''Cause in the Book of Ricky, it says you should give your mama five percent of your gross income.' ",God,,,,http://jokes.cc.com/funny-god/en5qer/a-j--jamal--mama-s-scripture
3023,3518,"Latinos, man -- Spanish people outnumber black people now. Yeah, I'm not too happy about it. No, I'm gonna tell you why not. You know why? 'Cause it's only a matter of time before we lose our month, right? Soon as they figure it out, they're going to have Latino history month; all we're going to have left is Cinco de Negro. ",God,,,,http://jokes.cc.com/funny-god/g55vak/alonzo-bodden--latino-history-month
3024,3521,"Boy, that was one shoe endorsement the people at Nike never saw coming. ",God,,,,http://jokes.cc.com/funny-god/fuqyx0/anthony-clark--on-the-heaven-s-gate-suicide-dress-code
3025,3522,"It's fun to watch sports. I'm just tired of athletes bringing up God at the end of the game. It doesn't fit, does it? There's nothing more annoying -- some big freak on the screen after a game, 'Yeah, I want to thank God for helping me win. He answered all my prayers.' What? Yeah, maybe you ought to pray for something a little more important, like literacy. ",God,,,,http://jokes.cc.com/funny-god/otweij/anthony-szpak--athletes-thanking-god
3026,3524,My third planet is misaligned. Can you adjust it for me? ,God,,,,http://jokes.cc.com/funny-god/tsjm3k/astrologer-booty-call----third-planet
3027,3525,"There was a church that had a bell that no one could ring. One day, a boy came and asked the priest if he could try. He went up into the tower and ran straight into the bell face-first.  The bell tolled loud and clear. The priest gave him the job.  One Sunday, the boy ran straight toward the bell with his face and missed, so he fell off the tower and died. ""Congregation,"" the priest said before the assembled masses. ""Does anybody know this boy's name? I don't know him, but his face rings a bell.""  ",God,,,,http://jokes.cc.com/funny-god/qg3e9q/bellboy
3028,3526,"I promise to love, honor and cherish you -- for about two days a month. ",God,,,,http://jokes.cc.com/funny-god/qljnkv/bill-dwyer--polygamist-wedding-vows
3029,3527,"One time, I come out and go, 'Anyone here speak Spanish?' Guy in the front row says, 'No, thank God.' And I was blown away by that. Normally, I can roll with it -- I had nothing; I'm just staring at the guy. 'No, thank God'? God? Really? But in that moment, I pictured him getting to heaven, and there's a sign on the gate that says, 'Se Habla Espanol.' ",God,,,,http://jokes.cc.com/funny-god/eec71r/bill-santiago--anyone-here-speak-spanish-
3030,3529,"I had a scare last time flying into San Juan. We lost cabin pressure, and instead of oxygen masks, rosary beads dropped out of the ceiling. ",God,,,,http://jokes.cc.com/funny-god/a4do9g/bill-santiago--flying-into-san-juan-scare
3031,3530,"Q: What goes black, white, black, white, black, white, black, white? A: A nun falling down stairs.  ",God,,,,http://jokes.cc.com/funny-god/ps1vv2/black--white--black
3032,3531,"Nuns were repainting their chapel, but they kept getting paint on their clothes, so they decided to remove them since they were alone.    They heard some one knocking at the door, and one of the nuns asked, ""Who is it?""  The man at the door answered, ''The blind man!' so the nuns decided to to let him in.  The nuns opened the door, and the man said, ''Nice boobs! Where do you want the blinds?""  ",God,,,,http://jokes.cc.com/funny-god/dblnto/blind-man---nuns
3033,3532,"If I ever meet God, I have a lot to speak to God about. I want to go, 'God, I gotta compliment you on the idea of infinite space 'cause it goes on forever. Then, within infinite space, billions of planetary systems that have ecosystems with air and water. And fish in the water die, decay; they wash up on shore, become fertilizer for trees that grow fruit that fall. People eat the fruit; they propagate, more people come. There's history and civilization and culture and theater and technology and movie and medicine and art and books and -- God, how about a little f**king hair that stays on the head?!' ",God,,,,http://jokes.cc.com/funny-god/umt8iw/bob-shaw--speaking-to-god
3034,3533,"It's been a big year for my eight-year-old. Two months ago, he made his first confession. Took the cops four hours to break him. He's got some willpower. ",God,,,,http://jokes.cc.com/funny-god/z2rvzs/brian-kiley--first-confession
3035,3534,"Man: You've brought religion into my life. Woman: Really? How? Man: Until I met you, I didn't believe in Hell.  ",God,,,,http://jokes.cc.com/funny-god/872z3l/bringing-in-religion
3036,3535,"Q: What did the Buddhist say to the hot dog vendor? A: ""Make me one with everything.""  ",God,,,,http://jokes.cc.com/funny-god/87fgfu/buddhist-dog
3037,3536,"A Catholic, a Baptist and a Mormon are bragging about the size of their families. ""I have four boys, and my wife is expecting another,"" says the Catholic. ""One more son, and I'll have a basketball team."" ""That's nothing,"" says the Baptist. ""I have 10 boys now, and my wife is pregnant with another child. One more son, and I'll have a football team."" ""That's nothing,"" says the Mormon. ""I have 17 wives. One more wife, and I'll have a golf course.""  ",God,,,,http://jokes.cc.com/funny-god/jpzva5/building-big-religious-families
3038,3537,"Christmas always sucked when I was a kid because I believed in Santa Claus, and unfortunately, so did my parents. ",God,,,,http://jokes.cc.com/funny-god/tkb1qv/charlie-viracola--believed-in-santa
3039,3539,"Jesus was worried about the drug epidemic plaguing the world. In an effort to solve this dilemma, he decided that a few apostles would return to earth and fetch a sample of each drug, so they could understand what these substances did. Two days after the operation is implemented, the disciples begin to return. Jesus, waiting at the door, lets in each disciple: ""Who is it?"" ""It's Mark"" Jesus opens the door. ""What did you bring Mark?"" ""Marijuana from Colombia"" ""Very well son, come in."" Another soft knock is heard. ""Who is it?"" ""It's Matthew"" Jesus opens the door. ""What did you bring Matthew?"" ""Cocaine from Bolivia"" ""Very well son, come in."" At the next knock Jesus asks, ""Who is it?"" ""It's John"" Jesus opens the door. ""What did you bring John?"" ""Crack from New York"" ""Very well son, come in."" Someone starts pounding on the door.  ""Who is it?"" ""It's Judas"" Jesus opens the door. ""What did you bring Judas?"" ""FREEZE! THIS IS THE FBI!""  ",God,,,,http://jokes.cc.com/funny-god/tly1i7/christian-drugs
3040,3541,"Three men discuss the Christmas presents they bought for their wives. The first man says he bought his wife a vacation home in the Bahamas and one in Jamaica. ""That way,"" he explains, ""if she doesn't like one, she can use the other."" The second man says he bought his wife a sports car and a limo for exactly the same reason. The third man says, ""I bought my wife a negligee and a vibrator. That way, if she doesn't like the negligee, she can go screw herself.""  ",God,,,,http://jokes.cc.com/funny-god/ohqmdi/christmas-gifts-for-women
3041,3542,"A university creative writing class is asked to write essays containing these four elements: religion, royalty, sex and mystery.
 
 The prize-winning essay reads: ""My God,"" said the Queen, ""I'm pregnant. I wonder whose it is?"" ",God,,,,http://jokes.cc.com/funny-god/2kggls/concise-creative-writing
